source_address,stay_seg,stayWiFi_start,stayWiFi_end,stayWiFi_x,stayWiFi_y,n_windows,sensor_name,stayWiFi_duration,id_stayWiFi,matched
64:7b:ce:4a:d7:52,337,2019-11-01T13:37:20Z,2019-11-01T13:40:40Z,398694.860901796,332932.071264492,9,sensor_bus_station,200,244,FALSE
64:7b:ce:6a:2a:ee,291,2019-11-04T10:33:40Z,2019-11-04T10:36:40Z,398330.524037958,333242.820502496,9,sensor_dorm_front,180,246,FALSE
64:7b:ce:6a:2a:ee,454,2019-11-08T13:38:00Z,2019-11-08T13:41:00Z,398694.860901796,332932.071264492,9,sensor_bus_station,180,247,FALSE
64:7b:ce:6a:2a:ee,522,2019-11-13T00:21:20Z,2019-11-13T00:25:00Z,398330.524037958,333242.820502496,9,sensor_dorm_front,220,248,FALSE
64:7b:ce:6a:2a:ee,607,2019-11-14T16:01:00Z,2019-11-14T16:05:00Z,398330.524037958,333242.820502496,11,sensor_dorm_front,240,249,FALSE
64:7b:ce:8c:d8:e4,51,2019-10-23T00:45:20Z,2019-10-23T00:50:00Z,398249.183444569,333246.955554579,14,sensor_parking_dorm,280,250,FALSE
64:7b:ce:8c:d8:e4,176,2019-10-27T08:06:40Z,2019-10-27T08:10:40Z,398694.860901796,332932.071264492,9,sensor_bus_station,240,252,FALSE
64:7b:ce:8c:d8:e4,283,2019-11-01T17:59:20Z,2019-11-01T18:02:40Z,398694.860901796,332932.071264492,7,sensor_bus_station,200,254,FALSE
64:89:f1:45:aa:21,41,2019-10-30T22:01:00Z,2019-10-30T22:04:00Z,398330.524037958,333242.820502496,8,sensor_dorm_front,180,258,FALSE
64:89:f1:50:ab:c7,66,2019-10-29T18:04:20Z,2019-10-29T18:07:20Z,398364.514269459,333159.432104367,9,sensor_TMB_back,180,260,FALSE
