source_address,n_days,visitor_type,device_class
38:ca:da:a5:cd:44,4,Occasional (3-9 days),Not seen during interview
38:ca:da:ad:16:c4,24,Resident (20+ days),Campus member (seen during interview)
38:ca:da:b4:87:68,18,Regular (10-19 days),Campus member (seen during interview)
38:ca:da:b7:5f:37,5,Occasional (3-9 days),Not seen during interview
38:ca:da:bb:2a:8f,1,One-time (1 day),Interview-only (Outsider)
38:ca:da:c3:cc:2d,4,Occasional (3-9 days),Not seen during interview
38:ca:da:c8:ab:c7,1,One-time (1 day),Not seen during interview
38:ca:da:d5:b2:52,25,Resident (20+ days),Campus member (seen during interview)
38:ca:da:d6:ac:8f,13,Regular (10-19 days),Not seen during interview
38:ca:da:db:cf:3e,6,Occasional (3-9 days),Not seen during interview
38:ca:da:de:ad:5e,2,Rare (2 days),Not seen during interview
38:e6:0a:7c:4f:f9,21,Resident (20+ days),Campus member (seen during interview)
38:e6:0a:eb:bf:1c,4,Occasional (3-9 days),Not seen during interview
38:f9:d3:02:96:4a,22,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:07:19:3c,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:0d:b1:84,8,Occasional (3-9 days),Not seen during interview
38:f9:d3:14:4d:dd,20,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:16:e8:80,4,Occasional (3-9 days),Not seen during interview
38:f9:d3:25:84:44,9,Occasional (3-9 days),Not seen during interview
38:f9:d3:25:da:27,5,Occasional (3-9 days),Not seen during interview
38:f9:d3:26:60:24,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:30:c5:61,16,Regular (10-19 days),Not seen during interview
38:f9:d3:38:29:23,16,Regular (10-19 days),Not seen during interview
38:f9:d3:38:37:7e,13,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:3a:ad:ba,6,Occasional (3-9 days),Not seen during interview
38:f9:d3:3b:8a:05,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:3d:2d:bc,14,Regular (10-19 days),Not seen during interview
38:f9:d3:3f:57:63,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:40:f4:8b,13,Regular (10-19 days),Not seen during interview
38:f9:d3:41:bf:5f,16,Regular (10-19 days),Not seen during interview
38:f9:d3:44:6c:11,1,One-time (1 day),Not seen during interview
38:f9:d3:46:04:5d,5,Occasional (3-9 days),Not seen during interview
38:f9:d3:47:92:19,15,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:4a:02:75,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:4a:47:6d,1,One-time (1 day),Not seen during interview
38:f9:d3:4e:06:dd,1,One-time (1 day),Not seen during interview
38:f9:d3:4f:2c:1b,12,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:4f:68:cf,19,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:50:eb:3e,2,Rare (2 days),Not seen during interview
38:f9:d3:51:16:d9,9,Occasional (3-9 days),Not seen during interview
38:f9:d3:51:67:27,1,One-time (1 day),Interview-only (Outsider)
38:f9:d3:51:ca:33,1,One-time (1 day),Not seen during interview
38:f9:d3:59:48:80,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:5b:47:a5,11,Regular (10-19 days),Not seen during interview
38:f9:d3:5c:16:3b,14,Regular (10-19 days),Not seen during interview
38:f9:d3:5e:0e:ba,14,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:5f:73:56,9,Occasional (3-9 days),Campus member (seen during interview)
38:f9:d3:61:da:fa,18,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:65:51:66,5,Occasional (3-9 days),Not seen during interview
38:f9:d3:66:fd:b5,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:6b:b4:9a,2,Rare (2 days),Not seen during interview
38:f9:d3:6d:44:a8,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:6d:70:a6,11,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:6d:77:00,20,Resident (20+ days),Not seen during interview
38:f9:d3:6e:04:86,6,Occasional (3-9 days),Not seen during interview
38:f9:d3:6e:35:c2,7,Occasional (3-9 days),Not seen during interview
38:f9:d3:72:32:cd,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:72:44:91,5,Occasional (3-9 days),Not seen during interview
38:f9:d3:73:df:9d,10,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:74:24:29,7,Occasional (3-9 days),Not seen during interview
38:f9:d3:74:ac:1c,18,Regular (10-19 days),Not seen during interview
38:f9:d3:74:fe:8a,11,Regular (10-19 days),Not seen during interview
38:f9:d3:75:68:1c,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:82:41:a7,7,Occasional (3-9 days),Campus member (seen during interview)
38:f9:d3:8c:d9:11,21,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:8d:87:65,2,Rare (2 days),Not seen during interview
38:f9:d3:8d:89:0a,16,Regular (10-19 days),Not seen during interview
38:f9:d3:90:00:37,12,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:90:16:4f,21,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:90:6e:47,12,Regular (10-19 days),Not seen during interview
38:f9:d3:95:da:bd,12,Regular (10-19 days),Not seen during interview
38:f9:d3:98:90:1f,2,Rare (2 days),Not seen during interview
38:f9:d3:99:fc:27,2,Rare (2 days),Not seen during interview
38:f9:d3:9a:2f:8b,24,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:a5:54:4d,10,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:a5:aa:e3,14,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:a7:31:57,7,Occasional (3-9 days),Not seen during interview
38:f9:d3:a8:f0:b5,19,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:aa:27:31,9,Occasional (3-9 days),Not seen during interview
38:f9:d3:b2:59:3e,11,Regular (10-19 days),Not seen during interview
38:f9:d3:c0:0f:d2,2,Rare (2 days),Not seen during interview
38:f9:d3:c0:57:38,18,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:c2:a0:13,21,Resident (20+ days),Not seen during interview
38:f9:d3:c2:a4:76,10,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:c2:a8:d5,5,Occasional (3-9 days),Not seen during interview
38:f9:d3:d2:85:7b,27,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:d3:e2:45,18,Regular (10-19 days),Not seen during interview
38:f9:d3:d6:2b:8d,13,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:d6:7d:fc,25,Resident (20+ days),Campus member (seen during interview)
38:f9:d3:e2:27:ac,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:e2:fa:a6,1,One-time (1 day),Not seen during interview
38:f9:d3:e6:47:c3,17,Regular (10-19 days),Campus member (seen during interview)
38:f9:d3:e6:76:77,3,Occasional (3-9 days),Not seen during interview
38:f9:d3:e9:02:9a,1,One-time (1 day),Not seen during interview
3c:05:18:c8:73:f6,21,Resident (20+ days),Campus member (seen during interview)
3c:07:54:03:69:c8,15,Regular (10-19 days),Campus member (seen during interview)
3c:07:54:7e:66:23,25,Resident (20+ days),Campus member (seen during interview)
3c:15:c2:c3:b1:b6,2,Rare (2 days),Not seen during interview
3c:15:c2:dd:a3:4a,21,Resident (20+ days),Campus member (seen during interview)
3c:28:6d:0b:1a:09,16,Regular (10-19 days),Campus member (seen during interview)
3c:28:6d:0c:74:53,4,Occasional (3-9 days),Not seen during interview
3c:28:6d:10:6b:0a,6,Occasional (3-9 days),Not seen during interview
3c:28:6d:10:71:e2,3,Occasional (3-9 days),Campus member (seen during interview)
3c:28:6d:24:8e:2d,9,Occasional (3-9 days),Not seen during interview
3c:2e:f9:24:a0:8c,25,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:05:9b:aa,16,Regular (10-19 days),Not seen during interview
3c:2e:ff:0b:f7:03,8,Occasional (3-9 days),Not seen during interview
3c:2e:ff:0d:70:23,23,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:0d:93:58,10,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:0d:e0:2e,19,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:0d:e3:13,1,One-time (1 day),Not seen during interview
3c:2e:ff:0d:fa:14,1,One-time (1 day),Not seen during interview
3c:2e:ff:0f:ae:23,15,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:10:ec:79,1,One-time (1 day),Not seen during interview
3c:2e:ff:10:fd:8b,20,Resident (20+ days),Not seen during interview
3c:2e:ff:12:16:cc,1,One-time (1 day),Interview-only (Outsider)
3c:2e:ff:12:46:2a,2,Rare (2 days),Campus member (seen during interview)
3c:2e:ff:12:89:52,13,Regular (10-19 days),Not seen during interview
3c:2e:ff:22:61:18,17,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:23:af:16,1,One-time (1 day),Not seen during interview
3c:2e:ff:25:d4:c9,24,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:26:07:9b,5,Occasional (3-9 days),Not seen during interview
3c:2e:ff:28:a1:79,21,Resident (20+ days),Not seen during interview
3c:2e:ff:29:af:7c,21,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:2a:c6:b9,4,Occasional (3-9 days),Campus member (seen during interview)
3c:2e:ff:2a:d5:31,10,Regular (10-19 days),Not seen during interview
3c:2e:ff:2e:5c:42,16,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:33:8b:09,21,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:36:68:f8,1,One-time (1 day),Not seen during interview
3c:2e:ff:37:5e:3c,25,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:44:27:d0,1,One-time (1 day),Interview-only (Outsider)
3c:2e:ff:46:c0:f8,14,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:47:9e:da,18,Regular (10-19 days),Not seen during interview
3c:2e:ff:48:7e:a2,1,One-time (1 day),Not seen during interview
3c:2e:ff:49:25:b5,19,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:49:f1:61,26,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:4c:6b:7a,22,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:4f:ba:32,17,Regular (10-19 days),Not seen during interview
3c:2e:ff:56:d4:da,22,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:56:d7:8d,2,Rare (2 days),Not seen during interview
3c:2e:ff:58:75:f9,21,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:5f:f9:3f,23,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:62:f7:a5,22,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:62:f7:d6,1,One-time (1 day),Not seen during interview
3c:2e:ff:64:03:75,6,Occasional (3-9 days),Campus member (seen during interview)
3c:2e:ff:64:8b:9b,1,One-time (1 day),Interview-only (Outsider)
3c:2e:ff:64:da:9d,1,One-time (1 day),Not seen during interview
3c:2e:ff:66:9e:3b,2,Rare (2 days),Campus member (seen during interview)
3c:2e:ff:67:2c:a8,21,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:71:70:a8,1,One-time (1 day),Not seen during interview
3c:2e:ff:7e:2e:5a,1,One-time (1 day),Not seen during interview
3c:2e:ff:7f:43:7e,22,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:88:b0:02,1,One-time (1 day),Not seen during interview
3c:2e:ff:8b:40:8b,1,One-time (1 day),Not seen during interview
3c:2e:ff:96:0b:4e,2,Rare (2 days),Not seen during interview
3c:2e:ff:97:a6:9d,13,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:9c:56:8d,3,Occasional (3-9 days),Not seen during interview
3c:2e:ff:a0:11:9c,17,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:a2:c2:1d,20,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:a5:51:33,17,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:a6:8d:c2,26,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:a8:e5:28,1,One-time (1 day),Not seen during interview
3c:2e:ff:a9:15:57,24,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:b0:f5:e6,19,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:b1:15:15,13,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:b2:75:9f,1,One-time (1 day),Not seen during interview
3c:2e:ff:b2:fd:d2,21,Resident (20+ days),Not seen during interview
3c:2e:ff:b9:82:fd,25,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:da:d0:f6,9,Occasional (3-9 days),Not seen during interview
3c:2e:ff:de:ea:e3,19,Regular (10-19 days),Not seen during interview
3c:2e:ff:e2:3e:23,18,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:ea:ad:05,17,Regular (10-19 days),Campus member (seen during interview)
3c:2e:ff:f0:60:4f,25,Resident (20+ days),Campus member (seen during interview)
3c:2e:ff:f3:56:a6,24,Resident (20+ days),Not seen during interview
3c:57:6c:8e:98:59,20,Resident (20+ days),Campus member (seen during interview)
3c:57:6c:d8:98:ab,17,Regular (10-19 days),Campus member (seen during interview)
3c:a1:0d:01:9e:4e,22,Resident (20+ days),Not seen during interview
3c:a1:0d:03:e3:48,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:04:51:a8,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:05:7a:72,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:0a:e5:17,1,One-time (1 day),Not seen during interview
3c:a1:0d:0b:1f:6d,1,One-time (1 day),Not seen during interview
3c:a1:0d:0c:30:cf,1,One-time (1 day),Not seen during interview
3c:a1:0d:0c:32:ef,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:0e:97:4b,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:11:5f:49,14,Regular (10-19 days),Campus member (seen during interview)
3c:a1:0d:12:e6:bb,1,One-time (1 day),Interview-only (Outsider)
3c:a1:0d:1b:0e:4d,2,Rare (2 days),Not seen during interview
3c:a1:0d:1b:e5:e5,20,Resident (20+ days),Campus member (seen during interview)
3c:ab:8e:3c:cc:32,1,One-time (1 day),Not seen during interview
3c:ab:8e:40:ab:a7,5,Occasional (3-9 days),Not seen during interview
3c:ab:8e:46:e1:85,3,Occasional (3-9 days),Not seen during interview
3c:bb:fd:d1:ab:ed,18,Regular (10-19 days),Campus member (seen during interview)
3c:cd:5d:9b:2e:99,10,Regular (10-19 days),Campus member (seen during interview)
3c:cd:5d:9b:2e:9a,18,Regular (10-19 days),Campus member (seen during interview)
3c:cd:5d:a3:28:7b,5,Occasional (3-9 days),Not seen during interview
3c:dc:bc:06:81:00,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:11:d5:62,24,Resident (20+ days),Campus member (seen during interview)
3c:dc:bc:12:02:4a,1,One-time (1 day),Not seen during interview
3c:dc:bc:1d:42:ee,1,One-time (1 day),Not seen during interview
3c:dc:bc:1e:a9:2a,1,One-time (1 day),Not seen during interview
3c:dc:bc:1e:a9:d6,1,One-time (1 day),Not seen during interview
3c:dc:bc:1e:fa:62,1,One-time (1 day),Not seen during interview
3c:dc:bc:1f:73:de,1,One-time (1 day),Not seen during interview
3c:dc:bc:23:ad:c0,1,One-time (1 day),Not seen during interview
3c:dc:bc:23:b1:d0,24,Resident (20+ days),Campus member (seen during interview)
3c:dc:bc:27:6a:7c,1,One-time (1 day),Not seen during interview
3c:dc:bc:2b:75:20,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:2c:8d:d6,1,One-time (1 day),Not seen during interview
3c:dc:bc:2f:0b:ce,3,Occasional (3-9 days),Not seen during interview
3c:dc:bc:2f:0f:d6,2,Rare (2 days),Not seen during interview
3c:dc:bc:3a:0b:67,1,One-time (1 day),Not seen during interview
3c:dc:bc:3b:4f:a7,1,One-time (1 day),Not seen during interview
3c:dc:bc:3b:90:18,1,One-time (1 day),Not seen during interview
3c:dc:bc:3b:92:a0,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:3c:69:bf,1,One-time (1 day),Not seen during interview
3c:dc:bc:3c:6e:30,23,Resident (20+ days),Campus member (seen during interview)
3c:dc:bc:3d:4b:f1,1,One-time (1 day),Not seen during interview
3c:dc:bc:3f:61:81,1,One-time (1 day),Not seen during interview
3c:dc:bc:40:17:0f,1,One-time (1 day),Not seen during interview
3c:dc:bc:40:9a:7c,1,One-time (1 day),Not seen during interview
3c:dc:bc:42:46:05,1,One-time (1 day),Not seen during interview
3c:dc:bc:43:6e:6c,1,One-time (1 day),Not seen during interview
3c:dc:bc:43:7f:be,1,One-time (1 day),Not seen during interview
3c:dc:bc:44:29:09,1,One-time (1 day),Not seen during interview
3c:dc:bc:44:76:d2,1,One-time (1 day),Not seen during interview
3c:dc:bc:44:8c:88,1,One-time (1 day),Not seen during interview
3c:dc:bc:44:95:3e,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:44:95:d2,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:44:9c:d6,2,Rare (2 days),Not seen during interview
3c:dc:bc:48:3c:f0,1,One-time (1 day),Not seen during interview
3c:dc:bc:48:43:92,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:48:dc:94,20,Resident (20+ days),Not seen during interview
3c:dc:bc:4d:1b:06,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:4d:39:f5,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:58:93:f9,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:5f:0c:d4,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:62:0c:b1,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:63:47:20,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:65:ba:16,26,Resident (20+ days),Campus member (seen during interview)
3c:dc:bc:69:47:d2,1,One-time (1 day),Not seen during interview
3c:dc:bc:6f:51:64,1,One-time (1 day),Not seen during interview
3c:dc:bc:70:a4:c0,3,Occasional (3-9 days),Campus member (seen during interview)
3c:dc:bc:79:ac:5d,1,One-time (1 day),Not seen during interview
3c:dc:bc:94:53:2c,1,One-time (1 day),Not seen during interview
3c:dc:bc:95:04:1f,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:99:02:85,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:9b:4b:eb,1,One-time (1 day),Not seen during interview
3c:dc:bc:9b:8b:8c,1,One-time (1 day),Not seen during interview
3c:dc:bc:9b:ac:1d,1,One-time (1 day),Interview-only (Outsider)
3c:dc:bc:9c:14:f1,26,Resident (20+ days),Campus member (seen during interview)
3c:dc:bc:a0:72:c4,1,One-time (1 day),Not seen during interview
