source_address,timestamp,x,y
a95f0d81c914c9e2,2019-10-21T10:43:20Z,398392.331155991,333215.458732646
a95f0d81c914c9e2,2019-10-21T10:43:21Z,398393.913845689,333214.681208835
a95f0d81c914c9e2,2019-10-21T10:43:22Z,398395.496535386,333213.903685025
a95f0d81c914c9e2,2019-10-21T10:43:23Z,398397.079225084,333213.126161214
a95f0d81c914c9e2,2019-10-21T10:43:24Z,398398.661914781,333212.348637404
a95f0d81c914c9e2,2019-10-21T10:43:25Z,398400.097490225,333212.115418657
a95f0d81c914c9e2,2019-10-21T10:43:26Z,398401.533065668,333211.882199909
a95f0d81c914c9e2,2019-10-21T10:43:27Z,398402.968641112,333211.648981162
a95f0d81c914c9e2,2019-10-21T10:43:28Z,398404.404216555,333211.415762414
a95f0d81c914c9e2,2019-10-21T10:43:29Z,398405.839791999,333211.182543667
a95f0d81c914c9e2,2019-10-21T10:43:30Z,398406.807000642,333211.824536016
a95f0d81c914c9e2,2019-10-21T10:43:31Z,398407.774209286,333212.466528364
a95f0d81c914c9e2,2019-10-21T10:43:32Z,398408.741417929,333213.108520713
a95f0d81c914c9e2,2019-10-21T10:43:33Z,398409.708626572,333213.750513061
a95f0d81c914c9e2,2019-10-21T10:43:34Z,398410.675835215,333214.39250541
a95f0d81c914c9e2,2019-10-21T10:43:35Z,398411.643043858,333215.034497759
a95f0d81c914c9e2,2019-10-21T10:43:36Z,398412.610252501,333215.676490108
a95f0d81c914c9e2,2019-10-21T10:43:37Z,398413.577461144,333216.318482456
a95f0d81c914c9e2,2019-10-21T10:43:38Z,398414.544669787,333216.960474805
a95f0d81c914c9e2,2019-10-21T10:43:39Z,398415.51187843,333217.602467154
a95f0d81c914c9e2,2019-10-21T10:43:40Z,398415.440063193,333216.671136582
a95f0d81c914c9e2,2019-10-21T10:43:41Z,398415.368247955,333215.739806011
a95f0d81c914c9e2,2019-10-21T10:43:42Z,398415.296432718,333214.808475439
a95f0d81c914c9e2,2019-10-21T10:43:43Z,398415.22461748,333213.877144868
a95f0d81c914c9e2,2019-10-21T10:43:44Z,398415.152802243,333212.945814296
a95f0d81c914c9e2,2019-10-21T10:43:45Z,398414.819793722,333212.01213284
a95f0d81c914c9e2,2019-10-21T10:43:46Z,398414.486785201,333211.078451385
a95f0d81c914c9e2,2019-10-21T10:43:47Z,398414.153776681,333210.144769929
a95f0d81c914c9e2,2019-10-21T10:43:48Z,398413.82076816,333209.211088474
a95f0d81c914c9e2,2019-10-21T10:43:49Z,398413.487759639,333208.277407018
a95f0d81c914c9e2,2019-10-21T10:43:50Z,398413.469865883,333204.737514495
a95f0d81c914c9e2,2019-10-21T10:43:51Z,398413.451972127,333201.197621972
a95f0d81c914c9e2,2019-10-21T10:43:52Z,398413.434078371,333197.657729448
a95f0d81c914c9e2,2019-10-21T10:43:53Z,398413.416184615,333194.117836925
a95f0d81c914c9e2,2019-10-21T10:43:54Z,398413.398290859,333190.577944402
a95f0d81c914c9e2,2019-10-21T10:43:55Z,398413.856776067,333188.405842802
a95f0d81c914c9e2,2019-10-21T10:43:56Z,398414.315261275,333186.233741201
a95f0d81c914c9e2,2019-10-21T10:43:57Z,398414.773746483,333184.061639601
a95f0d81c914c9e2,2019-10-21T10:43:58Z,398415.232231691,333181.889538
a95f0d81c914c9e2,2019-10-21T10:43:59Z,398415.690716899,333179.7174364
a95f0d81c914c9e2,2019-10-21T10:44:00Z,398416.248579717,333178.056279782
a95f0d81c914c9e2,2019-10-21T10:44:01Z,398416.806442535,333176.395123165
a95f0d81c914c9e2,2019-10-21T10:44:02Z,398417.364305354,333174.733966547
a95f0d81c914c9e2,2019-10-21T10:44:03Z,398417.922168172,333173.07280993
a95f0d81c914c9e2,2019-10-21T10:44:04Z,398418.48003099,333171.411653312
a95f0d81c914c9e2,2019-10-21T10:44:05Z,398419.018556098,333170.327950118
a95f0d81c914c9e2,2019-10-21T10:44:06Z,398419.557081206,333169.244246924
a95f0d81c914c9e2,2019-10-21T10:44:07Z,398420.095606314,333168.16054373
a95f0d81c914c9e2,2019-10-21T10:44:08Z,398420.634131422,333167.076840536
a95f0d81c914c9e2,2019-10-21T10:44:09Z,398421.17265653,333165.993137342
a95f0d81c914c9e2,2019-10-21T10:44:10Z,398422.015299949,333164.84540538
a95f0d81c914c9e2,2019-10-21T10:44:11Z,398422.857943368,333163.697673418
a95f0d81c914c9e2,2019-10-21T10:44:12Z,398423.700586786,333162.549941455
a95f0d81c914c9e2,2019-10-21T10:44:13Z,398424.543230205,333161.402209493
a95f0d81c914c9e2,2019-10-21T10:44:14Z,398425.385873624,333160.254477531
a95f0d81c914c9e2,2019-10-21T10:44:15Z,398426.539551682,333158.579744351
a95f0d81c914c9e2,2019-10-21T10:44:16Z,398427.693229741,333156.905011171
a95f0d81c914c9e2,2019-10-21T10:44:17Z,398428.846907799,333155.23027799
a95f0d81c914c9e2,2019-10-21T10:44:18Z,398430.000585858,333153.55554481
a95f0d81c914c9e2,2019-10-21T10:44:19Z,398431.154263916,333151.88081163
a95f0d81c914c9e2,2019-10-21T10:44:20Z,398431.650019826,333150.792059884
a95f0d81c914c9e2,2019-10-21T10:44:21Z,398432.145775735,333149.703308139
a95f0d81c914c9e2,2019-10-21T10:44:22Z,398432.641531645,333148.614556393
a95f0d81c914c9e2,2019-10-21T10:44:23Z,398433.137287554,333147.525804648
a95f0d81c914c9e2,2019-10-21T10:44:24Z,398433.633043464,333146.437052902
a95f0d81c914c9e2,2019-10-21T10:44:25Z,398433.90313588,333145.5226004
a95f0d81c914c9e2,2019-10-21T10:44:26Z,398434.173228296,333144.608147898
a95f0d81c914c9e2,2019-10-21T10:44:27Z,398434.443320713,333143.693695397
a95f0d81c914c9e2,2019-10-21T10:44:28Z,398434.713413129,333142.779242895
a95f0d81c914c9e2,2019-10-21T10:44:29Z,398434.983505545,333141.864790393
a95f0d81c914c9e2,2019-10-21T10:44:30Z,398435.487998064,333140.700027878
a95f0d81c914c9e2,2019-10-21T10:44:31Z,398435.992490582,333139.535265363
a95f0d81c914c9e2,2019-10-21T10:44:32Z,398436.496983101,333138.370502849
a95f0d81c914c9e2,2019-10-21T10:44:33Z,398437.001475619,333137.205740334
a95f0d81c914c9e2,2019-10-21T10:44:34Z,398437.505968138,333136.040977819
a95f0d81c914c9e2,2019-10-21T10:44:35Z,398437.904912761,333135.130071792
a95f0d81c914c9e2,2019-10-21T10:44:36Z,398438.303857384,333134.219165766
a95f0d81c914c9e2,2019-10-21T10:44:37Z,398438.702802007,333133.308259739
a95f0d81c914c9e2,2019-10-21T10:44:38Z,398439.10174663,333132.397353713
a95f0d81c914c9e2,2019-10-21T10:44:39Z,398439.500691253,333131.486447686
a95f0d81c914c9e2,2019-10-21T10:44:40Z,398439.506305204,333130.142824996
a95f0d81c914c9e2,2019-10-21T10:44:41Z,398439.511919155,333128.799202305
a95f0d81c914c9e2,2019-10-21T10:44:42Z,398439.517533107,333127.455579615
a95f0d81c914c9e2,2019-10-21T10:44:43Z,398439.523147058,333126.111956925
a95f0d81c914c9e2,2019-10-21T10:44:44Z,398439.528761009,333124.768334234
a95f0d81c914c9e2,2019-10-21T10:44:45Z,398439.345109144,333122.995596438
a95f0d81c914c9e2,2019-10-21T10:44:46Z,398439.161457279,333121.222858642
a95f0d81c914c9e2,2019-10-21T10:44:47Z,398438.977805413,333119.450120846
a95f0d81c914c9e2,2019-10-21T10:44:48Z,398438.794153548,333117.67738305
a95f0d81c914c9e2,2019-10-21T10:44:49Z,398438.610501683,333115.904645254
a95f0d81c914c9e2,2019-10-21T10:44:50Z,398438.603385996,333114.505959789
a95f0d81c914c9e2,2019-10-21T10:44:51Z,398438.596270309,333113.107274324
a95f0d81c914c9e2,2019-10-21T10:44:52Z,398438.589154621,333111.70858886
a95f0d81c914c9e2,2019-10-21T10:44:53Z,398438.582038934,333110.309903395
a95f0d81c914c9e2,2019-10-21T10:44:54Z,398438.574923247,333108.91121793
a95f0d81c914c9e2,2019-10-21T10:44:55Z,398439.273952271,333109.008741791
a95f0d81c914c9e2,2019-10-21T10:44:56Z,398439.972981295,333109.106265652
a95f0d81c914c9e2,2019-10-21T10:44:57Z,398440.67201032,333109.203789513
a95f0d81c914c9e2,2019-10-21T10:44:58Z,398441.371039344,333109.301313374
a95f0d81c914c9e2,2019-10-21T10:44:59Z,398442.070068368,333109.398837235
a95f0d81c914c9e2,2019-10-21T10:45:00Z,398443.323573207,333108.180744597
a95f0d81c914c9e2,2019-10-21T10:45:01Z,398444.577078046,333106.962651959
a95f0d81c914c9e2,2019-10-21T10:45:02Z,398445.830582884,333105.744559322
a95f0d81c914c9e2,2019-10-21T10:45:03Z,398447.084087723,333104.526466684
a95f0d81c914c9e2,2019-10-21T10:45:04Z,398448.337592562,333103.308374046
a95f0d81c914c9e2,2019-10-21T10:45:05Z,398448.557139886,333102.566459822
a95f0d81c914c9e2,2019-10-21T10:45:06Z,398448.77668721,333101.824545598
a95f0d81c914c9e2,2019-10-21T10:45:07Z,398448.996234534,333101.082631374
a95f0d81c914c9e2,2019-10-21T10:45:08Z,398449.215781858,333100.34071715
a95f0d81c914c9e2,2019-10-21T10:45:09Z,398449.435329182,333099.598802926
a95f0d81c914c9e2,2019-10-21T10:45:10Z,398449.691761677,333098.856546956
a95f0d81c914c9e2,2019-10-21T10:45:11Z,398449.948194173,333098.114290986
a95f0d81c914c9e2,2019-10-21T10:45:12Z,398450.204626668,333097.372035015
a95f0d81c914c9e2,2019-10-21T10:45:13Z,398450.461059164,333096.629779045
a95f0d81c914c9e2,2019-10-21T10:45:14Z,398450.717491659,333095.887523075
a95f0d81c914c9e2,2019-10-21T10:45:15Z,398450.78515217,333095.182595131
a95f0d81c914c9e2,2019-10-21T10:45:16Z,398450.852812682,333094.477667187
a95f0d81c914c9e2,2019-10-21T10:45:17Z,398450.920473193,333093.772739243
a95f0d81c914c9e2,2019-10-21T10:45:18Z,398450.988133705,333093.067811299
a95f0d81c914c9e2,2019-10-21T10:45:19Z,398451.055794216,333092.362883355
a95f0d81c914c9e2,2019-10-21T10:45:20Z,398450.490059712,333091.739779327
a95f0d81c914c9e2,2019-10-21T10:45:21Z,398449.924325208,333091.116675299
a95f0d81c914c9e2,2019-10-21T10:45:22Z,398449.358590705,333090.493571272
a95f0d81c914c9e2,2019-10-21T10:45:23Z,398448.792856201,333089.870467244
a95f0d81c914c9e2,2019-10-21T10:45:24Z,398448.227121697,333089.247363216
a95f0d81c914c9e2,2019-10-21T10:45:25Z,398447.472066141,333088.688978001
a95f0d81c914c9e2,2019-10-21T10:45:26Z,398446.717010586,333088.130592786
a95f0d81c914c9e2,2019-10-21T10:45:27Z,398445.96195503,333087.572207572
a95f0d81c914c9e2,2019-10-21T10:45:28Z,398445.206899475,333087.013822357
a95f0d81c914c9e2,2019-10-21T10:45:29Z,398444.451843919,333086.455437142
a95f0d81c914c9e2,2019-10-21T10:45:30Z,398444.089196167,333086.023391563
a95f0d81c914c9e2,2019-10-21T10:45:31Z,398443.726548414,333085.591345984
a95f0d81c914c9e2,2019-10-21T10:45:32Z,398443.363900662,333085.159300405
a95f0d81c914c9e2,2019-10-21T10:45:33Z,398443.001252909,333084.727254826
a95f0d81c914c9e2,2019-10-21T10:45:34Z,398442.638605157,333084.295209247
a95f0d81c914c9e2,2019-10-21T10:45:35Z,398442.566960765,333084.213376602
a95f0d81c914c9e2,2019-10-21T10:45:36Z,398442.495316374,333084.131543957
a95f0d81c914c9e2,2019-10-21T10:45:37Z,398442.423671982,333084.049711311
a95f0d81c914c9e2,2019-10-21T10:45:38Z,398442.352027591,333083.967878666
a95f0d81c914c9e2,2019-10-21T10:45:39Z,398442.280383199,333083.886046021
a95f0d81c914c9e2,2019-10-21T10:45:40Z,398441.946272471,333084.560836257
a95f0d81c914c9e2,2019-10-21T10:45:41Z,398441.612161742,333085.235626493
a95f0d81c914c9e2,2019-10-21T10:45:42Z,398441.278051014,333085.91041673
a95f0d81c914c9e2,2019-10-21T10:45:43Z,398440.943940285,333086.585206966
a95f0d81c914c9e2,2019-10-21T10:45:44Z,398440.609829557,333087.259997202
a95f0d81c914c9e2,2019-10-21T10:45:45Z,398439.803514445,333086.949126182
a95f0d81c914c9e2,2019-10-21T10:45:46Z,398438.997199333,333086.638255162
a95f0d81c914c9e2,2019-10-21T10:45:47Z,398438.19088422,333086.327384142
a95f0d81c914c9e2,2019-10-21T10:45:48Z,398437.384569108,333086.016513122
a95f0d81c914c9e2,2019-10-21T10:45:49Z,398436.578253996,333085.705642102
a95f0d81c914c9e2,2019-10-21T10:45:50Z,398435.635069507,333085.475705464
a95f0d81c914c9e2,2019-10-21T10:45:51Z,398434.691885018,333085.245768827
a95f0d81c914c9e2,2019-10-21T10:45:52Z,398433.748700529,333085.015832189
a95f0d81c914c9e2,2019-10-21T10:45:53Z,398432.80551604,333084.785895552
a95f0d81c914c9e2,2019-10-21T10:45:54Z,398431.862331551,333084.555958914
a95f0d81c914c9e2,2019-10-21T10:45:55Z,398430.960015526,333084.159494799
a95f0d81c914c9e2,2019-10-21T10:45:56Z,398430.057699501,333083.763030684
a95f0d81c914c9e2,2019-10-21T10:45:57Z,398429.155383476,333083.366566569
a95f0d81c914c9e2,2019-10-21T10:45:58Z,398428.253067451,333082.970102454
a95f0d81c914c9e2,2019-10-21T10:45:59Z,398427.350751426,333082.573638339
a95f0d81c914c9e2,2019-10-21T10:46:00Z,398426.44459132,333082.046404005
a95f0d81c914c9e2,2019-10-21T10:46:01Z,398425.538431214,333081.519169671
a95f0d81c914c9e2,2019-10-21T10:46:02Z,398424.632271108,333080.991935338
a95f0d81c914c9e2,2019-10-21T10:46:03Z,398423.726111002,333080.464701004
a95f0d81c914c9e2,2019-10-21T10:46:04Z,398422.819950896,333079.93746667
a95f0d81c914c9e2,2019-10-21T10:46:05Z,398422.833303158,333077.959499529
a95f0d81c914c9e2,2019-10-21T10:46:06Z,398422.846655421,333075.981532387
a95f0d81c914c9e2,2019-10-21T10:46:07Z,398422.860007683,333074.003565246
a95f0d81c914c9e2,2019-10-21T10:46:08Z,398422.873359946,333072.025598104
a95f0d81c914c9e2,2019-10-21T10:46:09Z,398422.886712208,333070.047630963
a95f0d81c914c9e2,2019-10-21T10:46:10Z,398424.641221457,333066.297516453
a95f0d81c914c9e2,2019-10-21T10:46:11Z,398426.395730705,333062.547401943
a95f0d81c914c9e2,2019-10-21T10:46:12Z,398428.150239954,333058.797287433
a95f0d81c914c9e2,2019-10-21T10:46:13Z,398429.904749202,333055.047172923
a95f0d81c914c9e2,2019-10-21T10:46:14Z,398431.659258451,333051.297058413
a95f0d81c914c9e2,2019-10-21T10:46:15Z,398434.845945111,333048.639670401
a95f0d81c914c9e2,2019-10-21T10:46:16Z,398438.032631771,333045.982282389
a95f0d81c914c9e2,2019-10-21T10:46:17Z,398441.21931843,333043.324894377
a95f0d81c914c9e2,2019-10-21T10:46:18Z,398444.40600509,333040.667506365
a95f0d81c914c9e2,2019-10-21T10:46:19Z,398447.59269175,333038.010118353
a95f0d81c914c9e2,2019-10-21T10:46:20Z,398449.454287347,333037.770606091
a95f0d81c914c9e2,2019-10-21T10:46:21Z,398451.315882944,333037.53109383
a95f0d81c914c9e2,2019-10-21T10:46:22Z,398453.17747854,333037.291581568
a95f0d81c914c9e2,2019-10-21T10:46:23Z,398455.039074137,333037.052069307
a95f0d81c914c9e2,2019-10-21T10:46:24Z,398456.900669734,333036.812557045
a95f0d81c914c9e2,2019-10-21T10:46:25Z,398459.13624025,333035.937908814
a95f0d81c914c9e2,2019-10-21T10:46:26Z,398461.371810766,333035.063260583
a95f0d81c914c9e2,2019-10-21T10:46:27Z,398463.607381281,333034.188612353
a95f0d81c914c9e2,2019-10-21T10:46:28Z,398465.842951797,333033.313964122
a95f0d81c914c9e2,2019-10-21T10:46:29Z,398468.078522313,333032.439315891
a95f0d81c914c9e2,2019-10-21T10:46:30Z,398469.253278019,333032.142990281
a95f0d81c914c9e2,2019-10-21T10:46:31Z,398470.428033725,333031.84666467
a95f0d81c914c9e2,2019-10-21T10:46:32Z,398471.60278943,333031.55033906
a95f0d81c914c9e2,2019-10-21T10:46:33Z,398472.777545136,333031.254013449
a95f0d81c914c9e2,2019-10-21T10:46:34Z,398473.952300842,333030.957687839
a95f0d81c914c9e2,2019-10-21T10:46:35Z,398474.59879946,333030.841048594
a95f0d81c914c9e2,2019-10-21T10:46:36Z,398475.245298078,333030.724409349
a95f0d81c914c9e2,2019-10-21T10:46:37Z,398475.891796695,333030.607770105
a95f0d81c914c9e2,2019-10-21T10:46:38Z,398476.538295313,333030.49113086
a95f0d81c914c9e2,2019-10-21T10:46:39Z,398477.184793931,333030.374491615
a95f0d81c914c9e2,2019-10-21T10:46:40Z,398477.671505914,333030.254792179
a95f0d81c914c9e2,2019-10-21T10:46:41Z,398478.158217896,333030.135092742
a95f0d81c914c9e2,2019-10-21T10:46:42Z,398478.644929879,333030.015393306
a95f0d81c914c9e2,2019-10-21T10:46:43Z,398479.131641861,333029.895693869
a95f0d81c914c9e2,2019-10-21T10:46:44Z,398479.618353844,333029.775994433
a95f0d81c914c9e2,2019-10-21T10:46:45Z,398480.105065826,333029.656294997
a95f0d81c914c9e2,2019-10-21T10:46:46Z,398480.591777809,333029.53659556
a95f0d81c914c9e2,2019-10-21T10:46:47Z,398481.078489791,333029.416896124
a95f0d81c914c9e2,2019-10-21T10:46:48Z,398481.565201774,333029.297196687
a95f0d81c914c9e2,2019-10-21T10:46:49Z,398482.051913756,333029.177497251
a95f0d81c914c9e2,2019-10-21T10:46:50Z,398482.538625739,333029.057797815
a95f0d81c914c9e2,2019-10-21T10:46:51Z,398483.025337721,333028.938098378
